date,date,total_ed_attendance,total_admissions_from_ed,air_temp_ave,air_temp_min,air_temp_max,relative_humidity_percrh,pm10_ugm3,pm2_5_ugm3,nitrogen_dioxide_ug_m3,nitric_oxide_ug_m3,ozone_ug_m3,sulphur_dioxide_ug_m3,pos_virus_perc,phe_resp_virus_tests_total
2015-10-22,2015-10-22,12,6,13.0,11.4,14.0,83.4,13.0,7.0,38.0,10.0,33.0,1.0,0.06666666666666667,15
2015-10-23,2015-10-23,14,10,12.1,10.5,13.5,82.2,20.0,10.0,58.0,36.0,15.0,3.0,0.07142857142857142,28
2015-10-24,2015-10-24,14,10,12.3,7.3,14.3,75.3,10.0,5.0,31.0,7.0,33.0,2.0,0.0,0
2015-10-25,2015-10-25,21,12,8.9,5.2,12.1,82.5,13.0,8.0,38.0,17.0,18.0,2.0,0.0,0
2015-10-26,2015-10-26,17,12,12.6,11.5,13.4,91.9,19.0,12.0,33.0,12.0,25.0,1.0,0.041666666666666664,24
2015-10-27,2015-10-27,14,7,13.6,11.7,15.2,82.5,22.0,15.0,42.0,19.0,13.0,2.0,0.0,14
2015-10-28,2015-10-28,20,13,12.6,10.6,14.6,85.5,13.0,8.0,46.0,34.0,16.0,3.0,0.3333333333333333,12
2015-10-29,2015-10-29,23,16,13.2,11.8,14.3,79.0,13.0,6.0,39.0,13.0,32.0,2.0,0.125,8
2015-10-30,2015-10-30,10,7,14.4,12.9,15.5,86.7,15.0,8.0,36.0,16.0,21.0,1.0,0.07142857142857142,14
2015-10-31,2015-10-31,15,11,12.9,11.0,14.1,89.3,30.0,21.0,35.0,27.0,10.0,2.0,0.25,12
2015-11-01,2015-11-01,25,10,11.7,9.4,14.0,85.4,28.0,25.0,73.0,49.0,5.0,2.0,0.0,0
2015-11-02,2015-11-02,12,8,10.7,8.2,12.7,83.2,25.0,20.0,67.0,43.0,9.0,3.0,0.09090909090909091,22
2015-11-03,2015-11-03,13,9,12.4,11.0,13.8,94.4,25.0,18.0,92.0,30.0,8.0,2.0,0.05263157894736842,19
2015-11-04,2015-11-04,11,7,13.2,11.8,14.2,90.2,15.0,10.0,95.0,37.0,16.0,2.0,0.21052631578947367,19
2015-11-05,2015-11-05,15,11,14.3,13.6,15.0,86.9,14.0,8.0,55.0,14.0,36.0,1.0,0.16666666666666666,12
2015-11-06,2015-11-06,17,9,14.6,13.1,15.8,89.8,7.0,2.0,49.0,11.0,38.0,1.0,0.0,12
2015-11-07,2015-11-07,12,6,14.6,11.4,16.6,88.5,16.0,8.0,60.0,29.0,28.0,1.0,0.0,0
2015-11-08,2015-11-08,16,10,13.9,10.8,15.8,82.0,16.0,8.0,63.0,15.0,27.0,1.0,0.0,0
2015-11-09,2015-11-09,20,11,13.0,10.0,14.4,87.0,17.0,5.0,60.0,8.0,51.0,2.0,0.30434782608695654,23
2015-11-10,2015-11-10,18,9,14.0,13.5,14.5,90.2,17.0,6.0,55.0,10.0,48.0,1.0,0.36363636363636365,11
2015-11-11,2015-11-11,16,9,13.9,13.5,14.5,78.9,13.0,5.0,76.0,12.0,48.0,2.0,0.2777777777777778,18
2015-11-12,2015-11-12,12,6,13.5,11.8,14.7,77.6,13.0,6.0,98.0,36.0,36.0,2.0,0.2857142857142857,7
2015-11-13,2015-11-13,17,10,10.3,8.9,12.9,85.0,14.0,5.0,83.0,14.0,40.0,2.0,0.25,20
2015-11-14,2015-11-14,11,7,11.3,8.9,14.5,85.1,9.0,3.0,39.0,8.0,46.0,2.0,0.5,6
2015-11-15,2015-11-15,22,13,14.0,12.9,14.7,87.1,15.0,6.0,23.0,4.0,50.0,1.0,0.0,0
2015-11-16,2015-11-16,14,9,12.9,11.6,14.1,80.9,13.0,4.0,39.0,12.0,44.0,1.0,0.2,10
2015-11-17,2015-11-17,14,11,14.0,12.7,15.8,81.2,16.0,6.0,31.0,8.0,46.0,1.0,0.21428571428571427,14
2015-11-18,2015-11-18,19,12,13.4,11.8,14.3,79.7,20.0,9.0,40.0,9.0,46.0,1.0,0.35714285714285715,14
2015-11-19,2015-11-19,18,14,11.3,9.6,13.1,76.6,12.0,5.0,54.0,17.0,28.0,1.0,0.4,25
2015-11-20,2015-11-20,14,7,7.9,5.2,9.7,88.3,11.0,5.0,57.0,28.0,16.0,3.0,0.625,16
2015-11-21,2015-11-21,17,5,3.9,1.6,5.8,89.1,7.0,4.0,35.0,4.0,48.0,2.0,0.2,25
2015-11-22,2015-11-22,17,14,3.6,0.4,6.5,87.0,13.0,10.0,45.0,25.0,17.0,3.0,0.0,0
2015-11-23,2015-11-23,17,12,6.1,0.5,9.4,84.5,23.0,15.0,45.0,25.0,11.0,3.0,0.4444444444444444,27
2015-11-24,2015-11-24,11,5,9.2,7.8,10.9,93.3,10.0,6.0,39.0,16.0,29.0,3.0,0.5263157894736842,19
2015-11-25,2015-11-25,19,13,9.6,8.7,11.4,91.5,5.0,3.0,25.0,4.0,39.0,2.0,0.16666666666666666,12
2015-11-26,2015-11-26,19,12,10.0,8.3,11.9,81.2,17.0,9.0,39.0,17.0,19.0,1.0,0.5217391304347826,23
2015-11-27,2015-11-27,14,10,10.8,6.0,12.3,88.8,6.0,3.0,26.0,9.0,40.0,2.0,0.21052631578947367,19
2015-11-28,2015-11-28,20,9,7.9,3.4,11.1,86.2,11.0,5.0,34.0,8.0,43.0,2.0,0.3333333333333333,9
2015-11-29,2015-11-29,25,14,11.7,10.3,13.0,80.6,16.0,7.0,25.0,4.0,55.0,2.0,0.0,0
2015-11-30,2015-11-30,27,13,12.2,10.1,13.2,89.9,12.0,5.0,36.0,9.0,43.0,2.0,0.5172413793103449,29
2015-12-01,2015-12-01,21,12,13.1,12.4,13.9,81.1,12.0,5.0,40.0,10.0,40.0,1.0,0.16,25
2015-12-02,2015-12-02,27,10,12.6,10.8,13.3,79.4,17.0,8.0,24.0,7.0,55.0,1.0,0.5,18
2015-12-03,2015-12-03,15,11,12.7,11.3,13.7,80.5,23.0,10.0,31.0,11.0,41.0,3.0,0.4583333333333333,24
2015-12-04,2015-12-04,10,8,10.5,5.9,12.6,79.7,13.0,5.0,31.0,12.0,43.0,2.0,0.625,8
2015-12-05,2015-12-05,22,12,12.2,11.1,12.8,87.0,19.0,6.0,15.0,4.0,65.0,1.0,0.6428571428571429,14
2015-12-06,2015-12-06,24,11,12.7,12.1,13.5,94.7,16.0,6.0,15.0,4.0,59.0,2.0,1.0,2
2015-12-07,2015-12-07,20,10,12.7,11.9,14.2,84.1,23.0,6.0,15.0,4.0,31.0,2.0,0.5357142857142857,28
2015-12-08,2015-12-08,4,2,11.3,7.2,13.4,83.4,18.0,9.0,15.0,4.0,41.0,2.0,0.4090909090909091,22
2015-12-09,2015-12-09,11,7,11.3,7.2,13.4,82.1,18.0,8.0,15.0,4.0,32.0,3.0,0.4,20
2015-12-10,2015-12-10,21,13,11.1,10.1,12.4,77.2,13.0,6.0,15.0,4.0,55.0,1.0,0.25,32
2015-12-11,2015-12-11,12,7,9.8,7.3,11.3,89.8,12.0,6.0,15.0,4.0,24.0,2.0,0.42105263157894735,19
2015-12-12,2015-12-12,19,14,10.5,7.1,12.7,94.0,16.0,8.0,15.0,4.0,35.0,2.0,0.3684210526315789,19
2015-12-13,2015-12-13,26,19,11.5,10.3,12.8,96.4,18.0,10.0,15.0,4.0,37.0,2.0,0.0,0
2015-12-14,2015-12-14,16,11,10.0,9.3,10.9,88.8,20.0,13.0,15.0,4.0,22.0,5.0,0.22727272727272727,22
2015-12-15,2015-12-15,16,10,11.9,10.7,13.8,89.2,25.0,14.0,15.0,4.0,18.0,2.0,0.375,24
2015-12-16,2015-12-16,12,7,13.4,12.6,14.1,92.1,23.0,10.0,30.0,9.0,42.0,1.0,0.3333333333333333,6
2015-12-17,2015-12-17,7,5,13.5,11.7,15.9,81.1,40.0,18.0,33.0,13.0,24.0,2.0,0.35,40
2015-12-18,2015-12-18,25,15,12.6,12.1,13.3,87.9,22.0,9.0,30.0,8.0,38.0,2.0,0.4074074074074074,27
2015-12-19,2015-12-19,21,9,14.4,13.0,15.8,82.9,27.0,14.0,31.0,14.0,24.0,2.0,0.6666666666666666,6
2015-12-20,2015-12-20,18,13,12.0,8.8,14.9,88.8,19.0,7.0,21.0,3.0,53.0,2.0,0.0,0
2015-12-21,2015-12-21,26,14,10.8,8.4,13.1,85.4,13.0,4.0,35.0,11.0,43.0,2.0,0.4411764705882353,34
2015-12-22,2015-12-22,15,8,12.8,10.2,14.1,85.4,10.0,3.0,19.0,5.0,54.0,2.0,0.38461538461538464,26
2015-12-23,2015-12-23,14,9,11.2,9.3,12.1,85.4,21.0,7.0,26.0,7.0,50.0,1.0,0.42857142857142855,14
2015-12-24,2015-12-24,18,10,10.4,7.9,12.8,85.4,15.0,5.0,25.0,5.0,50.0,2.0,0.16666666666666666,12
2015-12-25,2015-12-25,24,14,11.6,8.2,14.3,85.4,16.0,6.0,12.0,1.0,56.0,2.0,0.0,0
2015-12-26,2015-12-26,16,11,13.6,13.1,14.1,85.4,25.0,10.0,8.0,2.0,54.0,1.0,0.24242424242424243,33
2015-12-27,2015-12-27,24,19,13.2,11.9,13.7,85.4,71.0,30.0,18.0,4.0,45.0,1.0,0.5,2
2015-12-28,2015-12-28,29,21,12.0,10.7,13.1,85.4,32.0,15.0,23.0,7.0,31.0,3.0,0.25,28
2015-12-29,2015-12-29,12,9,11.1,8.8,12.5,85.4,16.0,6.0,29.0,9.0,48.0,2.0,0.4074074074074074,27
2015-12-30,2015-12-30,17,11,11.9,9.3,13.4,85.4,16.0,5.0,17.0,5.0,52.0,5.0,0.8333333333333334,6
2015-12-31,2015-12-31,21,11,8.9,5.7,11.2,74.0,15.0,4.0,24.0,6.0,53.0,2.0,0.2857142857142857,21
2016-01-01,2016-01-01,15,9,7.9,4.3,10.4,79.0,42.0,31.0,26.0,20.0,41.0,3.0,0.3076923076923077,13
2016-01-02,2016-01-02,18,11,10.6,8.7,11.9,74.4,10.0,3.0,26.0,9.0,42.0,2.0,0.5,10
2016-01-03,2016-01-03,28,19,8.8,7.1,9.9,85.9,14.0,4.0,35.0,9.0,43.0,5.0,0.0,0
2016-01-04,2016-01-04,22,17,9.2,8.1,10.3,87.6,14.0,4.0,38.0,13.0,41.0,1.0,0.42857142857142855,28
2016-01-05,2016-01-05,18,13,8.8,7.3,10.2,91.1,24.0,4.0,79.0,121.0,13.0,6.0,0.45454545454545453,22
2016-01-06,2016-01-06,15,9,7.4,5.6,9.6,89.8,23.0,17.0,49.0,43.0,11.0,4.0,0.3181818181818182,22
2016-01-07,2016-01-07,11,11,7.9,5.1,11.4,89.4,23.0,17.0,32.0,9.0,43.0,3.0,0.21052631578947367,19
2016-01-08,2016-01-08,19,15,8.1,5.8,9.9,80.6,14.0,5.0,55.0,25.0,25.0,2.0,0.3,10
2016-01-09,2016-01-09,25,18,9.6,6.6,11.1,85.8,13.0,3.0,24.0,5.0,56.0,3.0,0.2727272727272727,22
2016-01-10,2016-01-10,18,12,7.3,5.6,8.7,77.7,12.0,5.0,44.0,16.0,38.0,2.0,0.0,0
2016-01-11,2016-01-11,26,21,6.3,4.8,8.7,65.9,9.0,4.0,54.0,24.0,27.0,3.0,0.21428571428571427,28
2016-01-12,2016-01-12,21,14,6.1,4.5,7.5,62.4,11.0,5.0,29.0,8.0,38.0,4.0,0.1111111111111111,9
2016-01-13,2016-01-13,9,4,5.5,2.0,8.0,67.3,13.0,5.0,46.0,23.0,32.0,2.0,0.15625,32
2016-01-14,2016-01-14,14,12,4.1,1.9,6.2,72.4,6.0,3.0,37.0,10.0,39.0,2.0,0.16666666666666666,6
2016-01-15,2016-01-15,6,1,3.5,1.8,5.6,87.2,8.0,5.0,38.0,10.0,31.0,2.0,0.18518518518518517,27
2016-01-16,2016-01-16,20,14,2.7,0.4,4.5,74.3,20.0,14.0,46.0,39.0,20.0,3.0,0.0,0
2016-01-17,2016-01-17,15,10,4.5,2.0,7.1,76.3,17.0,13.0,30.0,18.0,35.0,3.0,0.0,0
2016-01-18,2016-01-18,15,8,4.4,0.7,6.5,82.3,17.0,10.0,34.0,13.0,36.0,2.0,0.15384615384615385,26
2016-01-19,2016-01-19,12,8,0.5,-1.1,5.7,85.3,36.0,28.0,67.0,99.0,15.0,5.0,0.2222222222222222,9
2016-01-20,2016-01-20,23,14,2.2,-1.8,5.7,79.2,46.0,40.0,71.0,127.0,13.0,6.0,0.47619047619047616,21
2016-01-21,2016-01-21,14,10,6.7,4.3,8.4,70.0,20.0,12.0,41.0,20.0,29.0,4.0,0.3333333333333333,18
2016-01-22,2016-01-22,15,9,8.9,6.2,12.5,80.8,20.0,10.0,40.0,19.0,26.0,3.0,0.2631578947368421,19
2016-01-23,2016-01-23,16,8,8.7,7.4,9.8,94.6,24.0,10.0,41.0,49.0,25.0,3.0,0.125,16
2016-01-24,2016-01-24,23,11,11.8,9.8,14.6,79.6,14.0,6.0,22.0,8.0,25.0,2.0,0.0,0
2016-01-25,2016-01-25,21,6,10.8,7.9,13.6,81.2,19.0,8.0,33.0,14.0,27.0,2.0,0.23076923076923078,13
2016-01-26,2016-01-26,12,6,9.7,7.7,10.9,87.1,19.0,6.0,20.0,5.0,52.0,1.0,0.26666666666666666,15
2016-01-27,2016-01-27,16,12,10.5,6.8,11.8,84.1,9.0,1.0,20.0,5.0,54.0,3.0,0.19230769230769232,26
2016-01-28,2016-01-28,14,9,7.1,3.6,9.9,72.2,17.0,5.0,38.0,20.0,33.0,1.0,0.2631578947368421,19
2016-01-29,2016-01-29,11,7,10.4,9.4,11.2,75.0,10.0,3.0,17.0,5.0,63.0,2.0,0.40476190476190477,42
2016-01-30,2016-01-30,13,8,7.5,5.4,10.5,77.1,10.0,3.0,34.0,8.0,44.0,2.0,0.14285714285714285,7
2016-01-31,2016-01-31,19,10,10.3,5.4,13.8,70.8,10.0,3.0,30.0,6.0,40.0,2.0,0.0,0
2016-02-01,2016-02-01,20,11,11.6,10.1,12.7,85.6,18.0,8.0,27.0,5.0,52.0,1.0,0.2682926829268293,41
2016-02-02,2016-02-02,15,9,8.4,5.2,10.5,76.9,16.0,6.0,38.0,8.0,42.0,1.0,0.16129032258064516,31
2016-02-03,2016-02-03,16,9,5.9,3.0,8.9,73.0,16.0,6.0,35.0,8.0,34.0,2.0,0.15384615384615385,13
2016-02-04,2016-02-04,20,16,10.1,4.9,12.7,75.0,16.0,6.0,34.0,9.0,34.0,2.0,0.15,20
2016-02-05,2016-02-05,13,6,9.9,9.0,10.6,74.5,16.0,6.0,21.0,6.0,54.0,3.0,0.45454545454545453,22
2016-02-06,2016-02-06,10,5,10.1,6.3,11.8,74.4,16.0,8.0,15.0,4.0,66.0,4.0,0.16666666666666666,12
2016-02-07,2016-02-07,20,9,7.9,5.8,11.1,86.7,16.0,5.0,16.0,4.0,61.0,2.0,0.0,0
2016-02-08,2016-02-08,11,7,8.3,6.7,9.8,75.5,16.0,9.0,32.0,9.0,53.0,3.0,0.15,20
2016-02-09,2016-02-09,13,6,5.5,3.7,7.4,89.3,16.0,6.0,43.0,16.0,39.0,3.0,0.08,25
2016-02-10,2016-02-10,10,6,5.7,3.4,8.4,82.7,16.0,8.0,43.0,22.0,29.0,2.0,0.14285714285714285,21
2016-02-11,2016-02-11,12,6,4.4,0.1,8.3,79.5,16.0,19.0,62.0,106.0,9.0,5.0,0.3103448275862069,29
2016-02-12,2016-02-12,9,7,5.3,4.7,6.9,78.7,16.0,10.0,42.0,13.0,30.0,3.0,0.08333333333333333,24
2016-02-13,2016-02-13,16,5,4.4,3.6,6.2,79.2,13.0,11.0,29.0,6.0,32.0,5.0,0.375,16
2016-02-14,2016-02-14,24,13,4.0,2.1,6.8,76.0,17.0,12.0,22.0,4.0,41.0,3.0,0.0,1
2016-02-15,2016-02-15,8,5,3.0,0.7,5.9,80.7,13.0,8.0,29.0,6.0,39.0,2.0,0.3333333333333333,15
2016-02-16,2016-02-16,23,14,3.4,-0.7,6.8,70.5,23.0,15.0,49.0,51.0,22.0,4.0,0.10526315789473684,19
2016-02-17,2016-02-17,11,7,5.7,4.3,6.4,83.0,18.0,10.0,41.0,14.0,37.0,2.0,0.20833333333333334,24
2016-02-18,2016-02-18,11,9,4.8,2.5,7.4,88.1,14.0,9.0,36.0,17.0,31.0,3.0,0.0,15
2016-02-19,2016-02-19,14,8,6.2,2.0,9.6,87.3,19.0,12.0,39.0,65.0,34.0,4.0,0.3,20
2016-02-20,2016-02-20,13,8,10.6,8.8,12.0,76.8,7.0,3.0,40.0,8.0,36.0,1.0,0.6666666666666666,3
2016-02-21,2016-02-21,13,9,11.4,10.8,12.7,76.2,14.0,6.0,21.0,4.0,51.0,1.0,0.0,0
2016-02-22,2016-02-22,20,20,8.3,5.4,11.1,79.0,14.0,6.0,21.0,4.0,36.0,2.0,0.25925925925925924,27
2016-02-23,2016-02-23,13,9,6.0,3.2,9.6,79.0,14.0,6.0,43.0,36.0,27.0,2.0,0.13043478260869565,23
2016-02-24,2016-02-24,20,14,4.2,1.4,7.6,75.7,14.0,6.0,54.0,47.0,14.0,3.0,0.22727272727272727,22
2016-02-25,2016-02-25,11,8,3.2,-0.5,6.4,87.2,14.0,6.0,51.0,39.0,21.0,3.0,0.25806451612903225,31
2016-02-26,2016-02-26,22,14,5.1,3.4,6.6,84.4,14.0,6.0,51.0,20.0,29.0,4.0,0.3,30
2016-02-27,2016-02-27,20,12,4.6,3.2,6.3,76.2,14.0,6.0,30.0,6.0,43.0,3.0,0.2,15
2016-02-28,2016-02-28,15,10,4.5,2.4,7.4,85.8,14.0,6.0,26.0,4.0,50.0,2.0,0.29411764705882354,17
2016-02-29,2016-02-29,13,9,4.7,1.3,9.1,93.9,14.0,6.0,42.0,14.0,39.0,2.0,0.1875,32
2016-03-01,2016-03-01,10,5,9.2,5.0,12.3,77.1,10.0,4.0,33.0,9.0,47.0,4.0,0.15789473684210525,19
2016-03-02,2016-03-02,19,10,6.4,3.8,8.2,73.3,10.0,4.0,25.0,5.0,53.0,2.0,0.30434782608695654,23
2016-03-03,2016-03-03,12,8,6.7,4.5,9.3,77.3,9.0,4.0,25.0,7.0,51.0,1.0,0.3333333333333333,15
2016-03-04,2016-03-04,14,8,4.0,1.8,7.2,73.0,13.0,7.0,51.0,33.0,31.0,5.0,0.34285714285714286,35
2016-03-05,2016-03-05,13,6,3.4,0.0,7.3,60.9,15.0,10.0,33.0,8.0,36.0,2.0,0.16666666666666666,12
2016-03-06,2016-03-06,21,12,4.1,1.8,6.5,64.0,9.0,6.0,25.0,4.0,41.0,2.0,0.0,0
2016-03-07,2016-03-07,29,17,4.0,0.7,7.1,83.5,9.0,6.0,25.0,4.0,41.0,2.0,0.30303030303030304,33
2016-03-08,2016-03-08,18,9,4.8,-0.2,9.1,70.6,9.0,6.0,25.0,4.0,41.0,2.0,0.3448275862068966,29
2016-03-09,2016-03-09,17,13,6.6,5.7,8.7,65.5,9.0,5.0,26.0,5.0,41.0,4.0,0.3125,32
2016-03-10,2016-03-10,10,6,6.6,5.6,7.7,75.6,9.0,12.0,35.0,7.0,27.0,3.0,0.21428571428571427,56
2016-03-11,2016-03-11,11,5,6.1,2.7,10.9,69.0,9.0,42.0,56.0,23.0,22.0,2.0,0.1,10
2016-03-12,2016-03-12,11,8,6.3,2.0,10.3,81.1,9.0,65.0,69.0,66.0,15.0,3.0,0.16666666666666666,18
2016-03-13,2016-03-13,24,16,5.7,0.9,10.8,79.7,9.0,48.0,40.0,26.0,33.0,2.0,0.0,0
2016-03-14,2016-03-14,10,7,6.3,2.9,10.7,69.5,9.0,25.0,32.0,4.0,45.0,1.0,0.22727272727272727,44
2016-03-15,2016-03-15,14,4,6.4,2.0,11.2,71.3,28.0,22.0,34.0,6.0,37.0,1.0,0.5,24
2016-03-16,2016-03-16,14,9,7.3,4.8,9.1,83.4,21.0,17.0,27.0,5.0,41.0,1.0,0.25925925925925924,27
2016-03-17,2016-03-17,16,14,6.7,2.8,11.2,87.7,41.0,34.0,52.0,24.0,25.0,2.0,0.38461538461538464,13
2016-03-18,2016-03-18,11,7,4.5,1.0,7.2,76.3,26.0,22.0,41.0,22.0,27.0,3.0,0.21212121212121213,33
2016-03-19,2016-03-19,14,11,6.7,5.7,8.8,75.6,9.0,7.0,21.0,3.0,59.0,1.0,0.3333333333333333,12
2016-03-20,2016-03-20,14,9,6.7,5.2,8.9,62.7,16.0,11.0,33.0,7.0,50.0,1.0,0.0,0
2016-03-21,2016-03-21,12,7,8.8,5.5,11.9,61.2,25.0,17.0,47.0,19.0,33.0,3.0,0.5,28
2016-03-22,2016-03-22,14,9,7.8,3.3,12.8,70.2,30.0,22.0,54.0,29.0,28.0,3.0,0.25,16
2016-03-23,2016-03-23,14,7,8.7,5.4,13.4,61.9,40.0,32.0,41.0,20.0,33.0,3.0,0.3548387096774194,31
2016-03-24,2016-03-24,18,13,7.8,4.9,10.3,74.5,17.0,11.0,37.0,10.0,44.0,3.0,0.32142857142857145,28
2016-03-25,2016-03-25,23,18,9.6,7.5,14.3,93.7,10.0,6.0,23.0,4.0,57.0,1.0,0.23076923076923078,26
2016-03-26,2016-03-26,15,6,9.8,7.5,13.4,93.7,14.0,6.0,23.0,6.0,56.0,4.0,0.09090909090909091,11
2016-03-27,2016-03-27,14,9,7.9,4.9,9.7,88.1,14.0,4.0,21.0,5.0,60.0,2.0,0.0,0
2016-03-28,2016-03-28,28,18,7.8,5.6,10.3,77.1,9.0,3.0,28.0,8.0,52.0,4.0,0.16666666666666666,36
2016-03-29,2016-03-29,13,11,7.5,5.8,10.4,77.1,12.0,4.0,44.0,16.0,42.0,2.0,0.25,20
2016-03-30,2016-03-30,19,12,7.9,6.0,10.8,77.1,13.0,5.0,41.0,13.0,39.0,2.0,0.3793103448275862,29
2016-03-31,2016-03-31,14,9,8.3,5.4,12.0,77.1,32.0,7.0,41.0,5.0,39.0,2.0,0.3333333333333333,30
